"Cx"	"Cy"	"Dx"	"Dy"	"Vx"	"Vy"	"Dxy"	"Vxy"	"Hxy"
489723.488	6778857.870	7.746	-2.689	0.353	-0.123	8.199	0.374	109.147
489723.488	6778957.870	10.111	-4.634	0.461	-0.211	11.123	0.508	114.623
489723.488	6779057.870	13.402	-6.270	0.612	-0.286	14.797	0.675	115.072
489723.488	6779157.870	16.857	-7.893	0.769	-0.360	18.613	0.849	115.091
489823.488	6776257.870	0.826	-0.222	0.038	-0.010	0.855	0.039	105.050
489823.488	6776357.870	0.980	-2.537	0.045	-0.116	2.720	0.124	158.885
489823.488	6776557.870	1.931	-2.113	0.088	-0.096	2.862	0.131	137.568
489823.488	6776657.870	0.699	-2.139	0.032	-0.098	2.251	0.103	161.912
489823.488	6776757.870	-0.681	-1.911	-0.031	-0.087	2.029	0.093	199.619
489823.488	6776857.870	-0.217	-1.593	-0.010	-0.073	1.608	0.073	187.773
489823.488	6776957.870	0.408	-0.284	0.019	-0.013	0.497	0.023	124.904
489823.488	6777057.870	-0.267	-1.555	-0.012	-0.071	1.578	0.072	189.726
489823.488	6777157.870	-3.070	-3.434	-0.140	-0.157	4.606	0.210	221.797
489823.488	6777257.870	-0.154	-1.337	-0.007	-0.061	1.345	0.061	186.552
489823.488	6777357.870	-0.339	-1.197	-0.015	-0.055	1.244	0.057	195.800
489823.488	6777457.870	0.726	-0.546	0.033	-0.025	0.908	0.041	126.939
489823.488	6777557.870	0.954	-0.280	0.044	-0.013	0.994	0.045	106.357
489823.488	6777657.870	2.047	0.770	0.093	0.035	2.187	0.100	69.379
489823.488	6777757.870	3.364	1.263	0.153	0.058	3.593	0.164	69.413
489823.488	6777857.870	4.610	2.568	0.210	0.117	5.277	0.241	60.882
489823.488	6777957.870	6.027	2.704	0.275	0.123	6.605	0.301	65.833
489823.488	6778057.870	7.375	2.631	0.337	0.120	7.830	0.357	70.370
489823.488	6778157.870	8.324	2.841	0.380	0.130	8.796	0.401	71.155
489823.488	6778257.870	8.482	2.859	0.387	0.130	8.951	0.408	71.369
489823.488	6778357.870	8.310	3.152	0.379	0.144	8.888	0.406	69.229
489823.488	6778457.870	8.054	3.020	0.367	0.138	8.601	0.392	69.446
489823.488	6778557.870	7.947	2.582	0.363	0.118	8.356	0.381	72.003
489823.488	6778657.870	7.566	0.320	0.345	0.015	7.573	0.346	87.581
489823.488	6778757.870	7.905	-1.090	0.361	-0.050	7.979	0.364	97.852
489823.488	6778857.870	9.555	-2.657	0.436	-0.121	9.918	0.453	105.541
489823.488	6778957.870	12.164	-5.181	0.555	-0.236	13.221	0.603	113.072
489823.488	6779057.870	15.596	-7.444	0.712	-0.340	17.282	0.789	115.516
489823.488	6779157.870	19.080	-9.040	0.871	-0.413	21.113	0.963	115.352
489923.488	6776357.870	0.832	-1.438	0.038	-0.066	1.661	0.076	149.933
489923.488	6776457.870	1.866	-2.193	0.085	-0.100	2.879	0.131	139.606
489923.488	6776557.870	1.103	-2.161	0.050	-0.099	2.427	0.111	152.968
489923.488	6776657.870	0.478	-2.281	0.022	-0.104	2.331	0.106	168.167
489923.488	6776757.870	0.782	-1.901	0.036	-0.087	2.055	0.094	157.643
489923.488	6776857.870	1.083	-0.046	0.049	-0.002	1.084	0.049	92.414
489923.488	6777357.870	-0.286	-1.138	-0.013	-0.052	1.173	0.054	194.090
489923.488	6777457.870	0.052	-0.675	0.002	-0.031	0.677	0.031	175.631
489923.488	6777557.870	0.609	-0.366	0.028	-0.017	0.710	0.032	121.029
489923.488	6777657.870	1.421	0.734	0.065	0.034	1.599	0.073	62.672
489923.488	6777757.870	2.895	1.238	0.132	0.056	3.149	0.144	66.852
489923.488	6777857.870	4.630	1.630	0.211	0.074	4.908	0.224	70.608
489923.488	6777957.870	6.178	2.564	0.282	0.117	6.688	0.305	67.461
489923.488	6778057.870	7.317	2.258	0.334	0.103	7.658	0.349	72.848
489923.488	6778157.870	8.260	2.624	0.377	0.120	8.667	0.395	72.379
489923.488	6778257.870	8.730	2.668	0.398	0.122	9.129	0.417	73.008
489923.488	6778357.870	8.573	2.890	0.391	0.132	9.047	0.413	71.373
489923.488	6778457.870	7.951	2.643	0.363	0.121	8.378	0.382	71.614
489923.488	6778557.870	8.354	1.384	0.381	0.063	8.468	0.386	80.592
489923.488	6778657.870	8.304	-0.216	0.379	-0.010	8.307	0.379	91.490
489923.488	6778757.870	9.336	-1.442	0.426	-0.066	9.447	0.431	98.782
489923.488	6778857.870	11.902	-3.466	0.543	-0.158	12.397	0.566	106.237
489923.488	6778957.870	14.537	-5.849	0.663	-0.267	15.669	0.715	111.917
489923.488	6779057.870	16.938	-7.765	0.773	-0.354	18.633	0.850	114.628
489923.488	6779157.870	20.742	-9.437	0.946	-0.431	22.788	1.040	114.465
490023.488	6776457.870	1.811	-2.067	0.083	-0.094	2.748	0.125	138.778
490023.488	6776557.870	0.665	-2.328	0.030	-0.106	2.421	0.110	164.063
490023.488	6776657.870	0.734	-2.205	0.034	-0.101	2.325	0.106	161.581
490023.488	6776757.870	0.553	-2.264	0.025	-0.103	2.330	0.106	166.280
490023.488	6776857.870	1.089	-2.941	0.050	-0.134	3.136	0.143	159.674
490023.488	6777257.870	-1.159	-1.859	-0.053	-0.085	2.191	0.100	211.934
490023.488	6777357.870	-0.793	-1.636	-0.036	-0.075	1.818	0.083	205.852
490023.488	6777457.870	-0.670	-0.977	-0.031	-0.045	1.185	0.054	214.454
490023.488	6777557.870	-0.395	-0.254	-0.018	-0.012	0.470	0.021	237.287
490023.488	6777657.870	-0.166	0.409	-0.008	0.019	0.441	0.020	337.937
490023.488	6777757.870	2.172	1.136	0.099	0.052	2.451	0.112	62.392
490023.488	6777857.870	4.406	1.543	0.201	0.070	4.668	0.213	70.700
490023.488	6777957.870	6.041	2.467	0.276	0.113	6.525	0.298	67.788
490023.488	6778057.870	7.779	1.910	0.355	0.087	8.010	0.366	76.206
490023.488	6778157.870	8.122	2.672	0.371	0.122	8.550	0.390	71.792
490023.488	6778257.870	8.727	2.277	0.398	0.104	9.019	0.412	75.379
490023.488	6778357.870	8.890	2.604	0.406	0.119	9.264	0.423	73.672
490023.488	6778457.870	9.058	2.364	0.413	0.108	9.362	0.427	75.371
490023.488	6778557.870	8.925	0.888	0.407	0.041	8.969	0.409	84.317
490023.488	6778657.870	9.570	-0.271	0.437	-0.012	9.574	0.437	91.623
490023.488	6778757.870	10.562	-1.663	0.482	-0.076	10.692	0.488	98.948
490023.488	6778857.870	13.574	-4.066	0.619	-0.186	14.170	0.647	106.676
490023.488	6778957.870	16.850	-6.171	0.769	-0.282	17.944	0.819	110.114
490023.488	6779057.870	19.352	-8.242	0.883	-0.376	21.034	0.960	113.069
490023.488	6779157.870	21.790	-9.599	0.994	-0.438	23.810	1.086	113.774
490023.488	6779257.870	23.824	-11.217	1.087	-0.512	26.332	1.202	115.212
490123.488	6776457.870	0.692	-2.044	0.032	-0.093	2.158	0.098	161.299
490123.488	6776557.870	0.294	-2.396	0.013	-0.109	2.414	0.110	173.004
490123.488	6776657.870	0.683	-2.113	0.031	-0.096	2.221	0.101	162.075
490123.488	6776757.870	0.581	-2.467	0.027	-0.113	2.534	0.116	166.737
490123.488	6776857.870	0.545	-2.217	0.025	-0.101	2.283	0.104	166.180
490123.488	6776957.870	0.008	-3.467	0.000	-0.158	3.467	0.158	179.873
490123.488	6777657.870	-0.109	-0.240	-0.005	-0.011	0.264	0.012	204.446
490123.488	6777757.870	1.620	0.538	0.074	0.025	1.707	0.078	71.625
490123.488	6777857.870	3.281	1.235	0.150	0.056	3.506	0.160	69.368
490123.488	6777957.870	5.976	2.350	0.273	0.107	6.422	0.293	68.532
490123.488	6778057.870	7.451	2.864	0.340	0.131	7.983	0.364	68.971
490123.488	6778157.870	8.493	1.977	0.388	0.090	8.720	0.398	76.896
490123.488	6778257.870	9.146	1.610	0.417	0.073	9.286	0.424	80.016
490123.488	6778357.870	9.022	2.476	0.412	0.113	9.356	0.427	74.654
490123.488	6778457.870	9.605	1.535	0.438	0.070	9.727	0.444	80.923
490123.488	6778557.870	10.110	0.979	0.461	0.045	10.158	0.463	84.468
490123.488	6778657.870	10.466	-0.259	0.478	-0.012	10.469	0.478	91.420
490123.488	6778757.870	13.070	-2.286	0.596	-0.104	13.268	0.605	99.922
490123.488	6778857.870	15.880	-4.445	0.725	-0.203	16.491	0.752	105.637
490123.488	6778957.870	18.455	-7.522	0.842	-0.343	19.929	0.909	112.175
490123.488	6779057.870	22.015	-8.858	1.005	-0.404	23.731	1.083	111.918
490123.488	6779157.870	23.422	-10.393	1.069	-0.474	25.624	1.169	113.928
490123.488	6779257.870	24.343	-11.135	1.111	-0.508	26.769	1.221	114.579
490223.488	6776457.870	-0.346	-1.179	-0.016	-0.054	1.228	0.056	196.343
490223.488	6776557.870	0.314	-2.315	0.014	-0.106	2.336	0.107	172.285
490223.488	6776657.870	0.234	-2.294	0.011	-0.105	2.306	0.105	174.164
490223.488	6776757.870	0.132	-2.215	0.006	-0.101	2.219	0.101	176.587
490223.488	6776857.870	-0.102	-1.950	-0.005	-0.089	1.953	0.089	182.981
490223.488	6777657.870	0.043	-0.687	0.002	-0.031	0.689	0.031	176.460
490223.488	6777757.870	1.300	-0.110	0.059	-0.005	1.305	0.060	94.839
490223.488	6777857.870	3.784	0.792	0.173	0.036	3.866	0.176	78.184
490223.488	6777957.870	6.034	1.709	0.275	0.078	6.271	0.286	74.187
490223.488	6778057.870	7.799	1.932	0.356	0.088	8.035	0.367	76.089
490223.488	6778157.870	8.636	1.716	0.394	0.078	8.805	0.402	78.759
490223.488	6778257.870	9.098	2.254	0.415	0.103	9.373	0.428	76.088
490223.488	6778357.870	9.805	1.655	0.447	0.076	9.943	0.454	80.418
490223.488	6778457.870	9.958	1.188	0.454	0.054	10.028	0.458	83.199
490223.488	6778557.870	10.966	-0.041	0.500	-0.002	10.966	0.500	90.214
490223.488	6778657.870	11.813	-1.025	0.539	-0.047	11.858	0.541	94.960
490223.488	6778757.870	15.054	-2.854	0.687	-0.130	15.323	0.699	100.733
490223.488	6778857.870	18.157	-5.872	0.829	-0.268	19.083	0.871	107.922
490223.488	6778957.870	20.738	-7.197	0.946	-0.328	21.952	1.002	109.140
490223.488	6779057.870	23.089	-9.520	1.054	-0.434	24.974	1.140	112.407
490223.488	6779157.870	24.804	-10.905	1.132	-0.498	27.095	1.236	113.732
490223.488	6779257.870	25.357	-10.370	1.157	-0.473	27.396	1.250	112.243
490223.488	6779357.870	25.526	-11.456	1.165	-0.523	27.979	1.277	114.171
490323.488	6776657.870	-0.721	-1.740	-0.033	-0.079	1.883	0.086	202.524
490323.488	6777657.870	-0.396	-0.781	-0.018	-0.036	0.876	0.040	206.921
490323.488	6777757.870	-0.070	-0.344	-0.003	-0.016	0.352	0.016	191.550
490323.488	6777857.870	3.349	0.021	0.153	0.001	3.349	0.153	89.632
490323.488	6777957.870	5.732	1.326	0.262	0.061	5.884	0.268	76.971
490323.488	6778057.870	7.859	1.430	0.359	0.065	7.988	0.365	79.685
490323.488	6778157.870	8.900	1.331	0.406	0.061	8.999	0.411	81.493
490323.488	6778257.870	9.551	1.409	0.436	0.064	9.654	0.441	81.608
490323.488	6778357.870	9.909	1.573	0.452	0.072	10.033	0.458	80.980
490323.488	6778457.870	10.542	1.014	0.481	0.046	10.590	0.483	84.507
490323.488	6778557.870	11.893	-0.421	0.543	-0.019	11.901	0.543	92.026
490323.488	6778657.870	13.475	-1.926	0.615	-0.088	13.612	0.621	98.133
490323.488	6778757.870	16.932	-4.327	0.773	-0.197	17.476	0.797	104.334
490323.488	6778857.870	20.273	-6.737	0.925	-0.307	21.363	0.975	108.384
490323.488	6778957.870	22.551	-8.722	1.029	-0.398	24.179	1.103	111.145
490323.488	6779057.870	24.572	-9.502	1.121	-0.434	26.345	1.202	111.142
490323.488	6779157.870	25.202	-9.843	1.150	-0.449	27.055	1.235	111.333
490323.488	6779257.870	25.960	-9.712	1.185	-0.443	27.717	1.265	110.512
490323.488	6779357.870	26.033	-11.440	1.188	-0.522	28.435	1.298	113.723
490423.488	6777757.870	0.387	-0.631	0.018	-0.029	0.740	0.034	148.503
490423.488	6777857.870	3.158	-0.087	0.144	-0.004	3.159	0.144	91.575
490423.488	6777957.870	5.851	0.728	0.267	0.033	5.896	0.269	82.909
490423.488	6778057.870	7.747	0.835	0.353	0.038	7.792	0.356	83.846
490423.488	6778157.870	8.545	1.123	0.390	0.051	8.619	0.393	82.516
490423.488	6778257.870	9.654	1.076	0.441	0.049	9.714	0.443	83.643
490423.488	6778357.870	9.961	0.918	0.455	0.042	10.004	0.456	84.732
490423.488	6778457.870	11.189	0.067	0.511	0.003	11.189	0.511	89.656
490423.488	6778557.870	12.383	-0.833	0.565	-0.038	12.411	0.566	93.850
490423.488	6778657.870	15.580	-2.797	0.711	-0.128	15.829	0.722	100.178
490423.488	6778757.870	18.994	-5.712	0.867	-0.261	19.834	0.905	106.737
490423.488	6778857.870	21.106	-7.590	0.963	-0.346	22.429	1.023	109.779
490423.488	6778957.870	23.437	-8.974	1.069	-0.409	25.096	1.145	110.951
490423.488	6779057.870	25.021	-9.415	1.142	-0.430	26.733	1.220	110.622
490423.488	6779157.870	25.751	-9.924	1.175	-0.453	27.597	1.259	111.076
490423.488	6779257.870	25.674	-9.721	1.172	-0.444	27.453	1.253	110.738
490423.488	6779357.870	26.171	-11.029	1.194	-0.503	28.400	1.296	112.852
490423.488	6779457.870	26.235	-11.066	1.197	-0.505	28.473	1.299	112.870
490523.488	6777857.870	2.722	-0.189	0.124	-0.009	2.728	0.124	93.983
490523.488	6777957.870	4.847	-0.051	0.221	-0.002	4.847	0.221	90.601
490523.488	6778057.870	7.771	-0.133	0.355	-0.006	7.772	0.355	90.982
490523.488	6778157.870	8.946	0.270	0.408	0.012	8.950	0.408	88.270
490523.488	6778257.870	10.032	0.753	0.458	0.034	10.060	0.459	85.708
490523.488	6778357.870	10.620	1.143	0.485	0.052	10.681	0.487	83.855
490523.488	6778457.870	11.928	0.461	0.544	0.021	11.937	0.545	87.785
490523.488	6778557.870	13.722	-1.704	0.626	-0.078	13.828	0.631	97.077
490523.488	6778657.870	17.416	-4.261	0.795	-0.194	17.930	0.818	103.748
490523.488	6778757.870	20.629	-6.837	0.941	-0.312	21.732	0.992	108.336
490523.488	6778857.870	22.887	-8.437	1.044	-0.385	24.393	1.113	110.236
490523.488	6778957.870	24.626	-9.291	1.124	-0.424	26.321	1.201	110.671
490523.488	6779057.870	25.914	-9.781	1.182	-0.446	27.698	1.264	110.678
490523.488	6779157.870	26.363	-9.553	1.203	-0.436	28.041	1.280	109.918
490523.488	6779257.870	26.310	-10.231	1.201	-0.467	28.229	1.288	111.250
490523.488	6779357.870	26.401	-10.812	1.205	-0.493	28.529	1.302	112.271
490523.488	6779457.870	26.164	-10.461	1.194	-0.477	28.178	1.286	111.792
490623.488	6776957.870	0.695	-1.879	0.032	-0.086	2.003	0.091	159.708
490623.488	6777857.870	2.515	-0.641	0.115	-0.029	2.595	0.118	104.295
490623.488	6777957.870	5.432	-0.414	0.248	-0.019	5.448	0.249	94.355
490623.488	6778057.870	7.932	-0.236	0.362	-0.011	7.936	0.362	91.704
490623.488	6778157.870	9.268	-0.009	0.423	-0.000	9.268	0.423	90.054
490623.488	6778257.870	10.222	0.025	0.466	0.001	10.222	0.466	89.862
490623.488	6778357.870	11.547	-0.381	0.527	-0.017	11.553	0.527	91.891
490623.488	6778457.870	13.205	-1.211	0.603	-0.055	13.261	0.605	95.238
490623.488	6778557.870	14.879	-2.224	0.679	-0.101	15.044	0.686	98.501
490623.488	6778657.870	19.099	-5.649	0.871	-0.258	19.917	0.909	106.478
490623.488	6778757.870	22.366	-7.733	1.021	-0.353	23.665	1.080	109.072
490623.488	6778857.870	24.366	-9.145	1.112	-0.417	26.026	1.188	110.573
490623.488	6778957.870	25.234	-8.831	1.151	-0.403	26.734	1.220	109.288
490623.488	6779057.870	26.428	-9.810	1.206	-0.448	28.190	1.286	110.364
490623.488	6779157.870	26.525	-8.940	1.210	-0.408	27.992	1.277	108.626
490623.488	6779257.870	26.665	-9.812	1.217	-0.448	28.413	1.297	110.203
490623.488	6779357.870	26.571	-10.459	1.212	-0.477	28.555	1.303	111.485
490623.488	6779457.870	26.553	-11.198	1.212	-0.511	28.817	1.315	112.866
490623.488	6779557.870	26.117	-10.411	1.192	-0.475	28.115	1.283	111.733
490723.488	6776957.870	-0.093	-1.091	-0.004	-0.050	1.095	0.050	184.892
490723.488	6777757.870	0.904	-0.869	0.041	-0.040	1.254	0.057	133.876
490723.488	6777857.870	2.102	-0.515	0.096	-0.023	2.164	0.099	103.756
490723.488	6777957.870	4.861	-0.922	0.222	-0.042	4.947	0.226	100.735
490723.488	6778057.870	7.742	-0.627	0.353	-0.029	7.767	0.354	94.628
490723.488	6778157.870	9.239	-0.427	0.422	-0.019	9.249	0.422	92.648
490723.488	6778257.870	10.349	-0.097	0.472	-0.004	10.350	0.472	90.537
490723.488	6778357.870	11.867	-0.523	0.542	-0.024	11.879	0.542	92.526
490723.488	6778457.870	13.607	-2.101	0.621	-0.096	13.768	0.628	98.779
490723.488	6778557.870	17.047	-4.222	0.778	-0.193	17.562	0.801	103.910
490723.488	6778657.870	20.709	-6.361	0.945	-0.290	21.664	0.989	107.076
490723.488	6778757.870	23.439	-7.895	1.070	-0.360	24.733	1.129	108.614
490723.488	6778857.870	25.244	-9.015	1.152	-0.411	26.805	1.223	109.653
490723.488	6778957.870	26.447	-9.814	1.207	-0.448	28.209	1.287	110.359
490723.488	6779057.870	26.906	-9.614	1.228	-0.439	28.572	1.304	109.662
490723.488	6779157.870	27.082	-9.635	1.236	-0.440	28.745	1.312	109.584
490723.488	6779257.870	27.306	-10.430	1.246	-0.476	29.230	1.334	110.905
490723.488	6779357.870	27.303	-10.585	1.246	-0.483	29.283	1.336	111.191
490723.488	6779457.870	26.718	-10.572	1.219	-0.482	28.733	1.311	111.589
490723.488	6779557.870	26.408	-10.587	1.205	-0.483	28.451	1.298	111.846
490723.488	6779657.870	26.110	-10.673	1.191	-0.487	28.207	1.287	112.233
490823.488	6777057.870	-0.428	-2.031	-0.020	-0.093	2.075	0.095	191.891
490823.488	6777557.870	0.427	-0.490	0.020	-0.022	0.650	0.030	138.912
490823.488	6777757.870	0.651	-0.407	0.030	-0.019	0.768	0.035	122.033
490823.488	6777857.870	1.966	-0.630	0.090	-0.029	2.065	0.094	107.762
490823.488	6777957.870	4.451	-0.568	0.203	-0.026	4.487	0.205	97.267
490823.488	6778057.870	7.427	-0.633	0.339	-0.029	7.454	0.340	94.869
490823.488	6778157.870	9.217	-0.560	0.421	-0.026	9.234	0.421	93.479
490823.488	6778257.870	10.912	0.820	0.498	0.037	10.942	0.499	85.704
490823.488	6778357.870	12.506	-1.417	0.571	-0.065	12.586	0.574	96.465
490823.488	6778457.870	13.744	-4.022	0.627	-0.184	14.320	0.653	106.310
490823.488	6778557.870	18.897	-5.897	0.862	-0.269	19.796	0.903	107.332
490823.488	6778657.870	22.608	-7.939	1.032	-0.362	23.961	1.093	109.350
490823.488	6778757.870	24.542	-8.702	1.120	-0.397	26.039	1.188	109.523
490823.488	6778857.870	26.097	-9.442	1.191	-0.431	27.753	1.266	109.891
490823.488	6778957.870	27.492	-9.638	1.254	-0.440	29.133	1.329	109.320
490823.488	6779057.870	28.043	-9.482	1.280	-0.433	29.603	1.351	108.682
490823.488	6779157.870	28.133	-9.802	1.284	-0.447	29.792	1.359	109.208
490823.488	6779257.870	28.031	-10.218	1.279	-0.466	29.835	1.361	110.028
490823.488	6779357.870	28.046	-10.178	1.280	-0.464	29.836	1.361	109.945
490823.488	6779457.870	27.514	-10.433	1.255	-0.476	29.426	1.343	110.767
490823.488	6779557.870	27.924	-7.723	1.274	-0.352	28.972	1.322	105.461
490823.488	6779657.870	26.273	-10.563	1.199	-0.482	28.317	1.292	111.902
490823.488	6779757.870	25.168	-10.437	1.148	-0.476	27.246	1.243	112.523
490923.488	6777057.870	-0.193	-0.581	-0.009	-0.027	0.613	0.028	198.393
490923.488	6777357.870	0.652	-1.903	0.030	-0.087	2.011	0.092	161.073
490923.488	6777457.870	0.976	-1.175	0.045	-0.054	1.528	0.070	140.296
490923.488	6777557.870	0.230	-0.696	0.010	-0.032	0.733	0.033	161.713
490923.488	6777657.870	0.989	-0.726	0.045	-0.033	1.227	0.056	126.290
490923.488	6777757.870	1.191	-0.553	0.054	-0.025	1.313	0.060	114.925
490923.488	6777857.870	2.307	-0.319	0.105	-0.015	2.329	0.106	97.883
490923.488	6777957.870	4.432	-0.545	0.202	-0.025	4.465	0.204	97.007
490923.488	6778057.870	6.696	-0.553	0.306	-0.025	6.719	0.307	94.717
490923.488	6778157.870	9.189	-0.514	0.419	-0.023	9.203	0.420	93.200
490923.488	6778257.870	10.783	-0.597	0.492	-0.027	10.800	0.493	93.167
490923.488	6778357.870	12.526	-2.484	0.572	-0.113	12.770	0.583	101.216
490923.488	6778457.870	15.168	-4.246	0.692	-0.194	15.751	0.719	105.637
490923.488	6778557.870	19.699	-7.069	0.899	-0.323	20.929	0.955	109.740
490923.488	6778657.870	23.194	-8.285	1.058	-0.378	24.629	1.124	109.658
490923.488	6778757.870	26.074	-9.270	1.190	-0.423	27.673	1.263	109.572
490923.488	6778857.870	27.560	-9.640	1.258	-0.440	29.198	1.332	109.278
490923.488	6778957.870	28.097	-9.642	1.282	-0.440	29.705	1.355	108.941
490923.488	6779057.870	28.480	-10.050	1.300	-0.459	30.201	1.378	109.438
490923.488	6779157.870	28.665	-9.921	1.308	-0.453	30.333	1.384	109.090
490923.488	6779257.870	28.709	-10.083	1.310	-0.460	30.428	1.388	109.352
490923.488	6779357.870	28.316	-9.914	1.292	-0.452	30.001	1.369	109.296
490923.488	6779457.870	28.079	-9.891	1.281	-0.451	29.771	1.358	109.406
490923.488	6779557.870	27.726	-9.640	1.265	-0.440	29.354	1.339	109.173
490923.488	6779657.870	26.620	-10.203	1.215	-0.466	28.508	1.301	110.972
490923.488	6779757.870	25.272	-10.307	1.153	-0.470	27.293	1.245	112.188
491023.488	6777057.870	-0.374	-0.752	-0.017	-0.034	0.840	0.038	206.463
491023.488	6777157.870	0.347	-0.956	0.016	-0.044	1.017	0.046	160.066
491023.488	6777257.870	0.951	-1.508	0.043	-0.069	1.782	0.081	147.771
491023.488	6777357.870	1.066	-1.391	0.049	-0.063	1.752	0.080	142.539
491023.488	6777457.870	0.463	-0.923	0.021	-0.042	1.033	0.047	153.358
491023.488	6777557.870	0.160	-0.370	0.007	-0.017	0.403	0.018	156.632
491023.488	6777657.870	0.765	-0.308	0.035	-0.014	0.825	0.038	111.891
491023.488	6777757.870	1.360	-0.476	0.062	-0.022	1.441	0.066	109.275
491023.488	6777857.870	2.551	-0.394	0.116	-0.018	2.581	0.118	98.785
491023.488	6777957.870	4.244	-0.395	0.194	-0.018	4.263	0.195	95.318
491023.488	6778057.870	6.750	-0.531	0.308	-0.024	6.771	0.309	94.498
491023.488	6778157.870	9.029	-0.579	0.412	-0.026	9.048	0.413	93.670
491023.488	6778257.870	10.551	-1.561	0.481	-0.071	10.666	0.487	98.418
491023.488	6778357.870	13.703	-2.289	0.625	-0.104	13.893	0.634	99.483
491023.488	6778457.870	15.864	-4.143	0.724	-0.189	16.396	0.748	104.636
491023.488	6778557.870	21.661	-6.967	0.988	-0.318	22.754	1.038	107.829
491023.488	6778657.870	24.751	-8.820	1.129	-0.402	26.275	1.199	109.613
491023.488	6778757.870	26.905	-9.321	1.228	-0.425	28.474	1.299	109.108
491023.488	6778857.870	28.209	-9.475	1.287	-0.432	29.757	1.358	108.566
491023.488	6778957.870	28.811	-9.649	1.315	-0.440	30.384	1.386	108.517
491023.488	6779057.870	29.592	-9.786	1.350	-0.447	31.168	1.422	108.299
491023.488	6779157.870	29.595	-9.849	1.350	-0.449	31.191	1.423	108.408
491023.488	6779257.870	29.944	-9.682	1.366	-0.442	31.471	1.436	107.918
491023.488	6779357.870	29.520	-9.868	1.347	-0.450	31.125	1.420	108.483
491023.488	6779457.870	28.683	-9.134	1.309	-0.417	30.102	1.374	107.664
491023.488	6779557.870	27.957	-9.702	1.276	-0.443	29.593	1.350	109.139
491023.488	6779657.870	26.712	-9.495	1.219	-0.433	28.349	1.294	109.569
491023.488	6779757.870	25.540	-9.762	1.165	-0.445	27.342	1.248	110.918
491023.488	6779857.870	24.449	-9.232	1.116	-0.421	26.134	1.193	110.687
491123.488	6777057.870	0.354	-0.704	0.016	-0.032	0.788	0.036	153.308
491123.488	6777157.870	0.265	-1.283	0.012	-0.059	1.310	0.060	168.321
491123.488	6777257.870	-0.591	-0.564	-0.027	-0.026	0.817	0.037	226.350
491123.488	6777357.870	0.854	-0.983	0.039	-0.045	1.302	0.059	138.998
491123.488	6777457.870	0.952	-0.807	0.043	-0.037	1.248	0.057	130.288
491123.488	6777557.870	0.448	-0.177	0.020	-0.008	0.482	0.022	111.604
491123.488	6777657.870	1.545	-0.180	0.071	-0.008	1.556	0.071	96.662
